StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q5,Q7,Q9,Q10,Q11,Q12,Q14,Q13,Q15,Q16
2018-08-03 13:57:14,2018-08-03 14:53:31,IP Address,216.165.95.145,100,3376,True,2018-08-03 14:53:31,R_2ciHGfJeBr0RkhK,,,,,40.731704711914,-73.988502502441,anonymous,EN,141,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,To go with the island order so that it makes it easier if the plane is flying somewhere else it is by destination rather than color and vice versa.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Decided which pilot was flying based on whether or not you received treasure,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Easy,Very fun
2018-08-03 14:02:45,2018-08-03 15:47:22,IP Address,128.122.114.135,100,6276,True,2018-08-03 15:47:22,R_2Pj1X8SfgyWzNWr,,,,,40.731704711914,-73.988502502441,anonymous,EN,MonCon102,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,"I  made it so that there would only be two options, and then i would know which pilot is flying. for example, if i were on the volcano, i would choose pink, and if it brought me to the lighthouse, it would be the picture pilot, and if brought me to the trees then it would be the color pilot.","Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Just right,Fine
2018-08-04 09:47:13,2018-08-04 11:05:43,IP Address,216.165.95.189,100,4709,True,2018-08-04 11:05:43,R_2aWtmIF0oO2u5Xz,,,,,40.731704711914,-73.988502502441,anonymous,EN,106,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,i picked the same 2 colors and if only 2 islands were showing up then it meant that the color plane pilot was flying,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Chose the same color plane over and over again,Other",Just right,Very boring
2018-08-06 08:39:27,2018-08-06 10:19:59,IP Address,216.165.95.174,100,6032,True,2018-08-06 10:20:00,R_1k1BcjwIVyeQ3IG,,,,,40.731704711914,-73.988502502441,anonymous,EN,135,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"I tried to make the planes fly to the islands in the opposite order to that used by the directional pilot.  I chose planes of colors which would do so as long as they were piloted by the color pilot.  If the planes flew in the reverse order (based on color), I knew the color pilot was flying.","Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Just right,A little boring
2018-08-06 11:23:35,2018-08-06 11:26:18,IP Address,216.165.95.181,100,162,True,2018-08-06 11:26:18,R_3lEy6QFDxdi0QyZ,,,,,40.731704711914,-73.988502502441,anonymous,EN,139,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"It was easy to memorize a color to each island when it was a color-flying pattern.  For the routes, I just remembered that the lighthouse was in the middle and the right to it was the island.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Just right,Fine
2018-08-06 11:48:01,2018-08-06 13:22:57,IP Address,216.165.95.174,100,5695,True,2018-08-06 13:22:57,R_3qyRMNjPJHEFWj4,,,,,40.731704711914,-73.988502502441,anonymous,EN,119,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,My strategy was to pick a random pilot to figure out which one is the right pilot,Chose the same color plane over and over again,Hard,A little fun
2018-08-06 13:50:04,2018-08-06 14:45:18,IP Address,128.122.114.135,100,3314,True,2018-08-06 14:45:18,R_1P2gWZT0duqBQ1o,,,,,40.731704711914,-73.988502502441,anonymous,EN,148,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,reverse order of the pilot that goes in order (no color),"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.",Easy,A little boring
2018-08-06 15:09:03,2018-08-06 16:04:44,IP Address,128.122.114.135,100,3340,True,2018-08-06 16:04:44,R_3WMzDfJFfSiAb2V,,,,,40.731704711914,-73.988502502441,anonymous,EN,MonCon140,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"I predicted the route based on the path and if I chose a color that was meant to deviate from the path if it was the color pilot but it didn't, then I knew that that it was the route pilot.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Easy,Fine
2018-08-07 07:29:20,2018-08-07 08:28:39,IP Address,216.165.95.156,100,3558,True,2018-08-07 08:28:39,R_8IJziIYXDqelms9,,,,,40.731704711914,-73.988502502441,anonymous,EN,105,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,"I would look at the island I was already on and then figure out which island would be next if it were route based and choose that island's opposite airplane color to figure out which pilot was flying.
",Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Just right,Fine
2018-08-07 07:17:48,2018-08-07 08:39:23,IP Address,216.165.95.159,100,4894,True,2018-08-07 08:39:23,R_77dFslNPGhbFyaB,,,,,40.731704711914,-73.988502502441,anonymous,EN,151,IM_74jBTzPDkGoDxM9,IM_4ZoANqBWGZ4sYXX,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,I followed one pilot's route and if it was wrong I would use the other. If it was right i would follow it.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Just right,Fine
2018-08-07 08:59:07,2018-08-07 10:12:15,IP Address,216.165.95.131,100,4387,True,2018-08-07 10:12:15,R_1Csb9mjQBCcz4zW,,,,,40.731704711914,-73.988502502441,anonymous,EN,138,IM_eQHQwrJ3XfJXOYd,IM_cGSlDZHr9rAvI1v,IM_4ZoANqBWGZ4sYXX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,click on one of the planes and see where it went,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.",Just right,Fine
2018-08-07 15:17:24,2018-08-07 15:20:43,IP Address,216.165.95.170,100,199,True,2018-08-07 15:20:43,R_5sA13CxwZb3E7Hb,,,,,40.731704711914,-73.988502502441,anonymous,EN,155,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"I chose the plane that would tell me the difference between the two. For example, I chose the pink plane when at the volcano, to see if it would go to the lighthouse or the palm trees.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Just right,Fine
2018-08-07 13:54:45,2018-08-07 15:37:52,IP Address,128.122.114.135,100,6187,True,2018-08-07 15:37:53,R_Tqqr68T72yziVpf,,,,,40.731704711914,-73.988502502441,anonymous,EN,MonCon147,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,Trying to guess the flight path based on the color of the plane,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.",Just right,Fine
2018-08-07 16:00:14,2018-08-07 17:33:25,IP Address,128.122.114.135,100,5590,True,2018-08-07 17:33:25,R_25znuz38b1vEmZQ,,,,,40.731704711914,-73.988502502441,anonymous,EN,149,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,"More often than not the palm tree island had green plane leading to the volcano and I was able to guess depending on that. I never developed a concrete strategy, just a lot of guessing","Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Chose the same color plane over and over again,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Hard,Fine
2018-08-08 10:12:57,2018-08-08 10:55:26,IP Address,128.122.114.135,100,2549,True,2018-08-08 10:55:27,R_1Dun2HAcgz5zSAG,,,,,40.731704711914,-73.988502502441,anonymous,EN,145,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,"In the trial flights, always choose the plane that would cause the pilots to act differently. That is: if the island is the volcano, choose pink; if the island is the lighthouse island, choose green; and if the island is the palm tree island choose orange. Then you can tell which pilot is flying: if you choose the pink plane on the volcano island and the plane flies to the lighthouse, it must be the route pilot; if it flies to the palm tree island it must be the color pilot. To deal with the inaccuracies, just repeat this strategy every time over the six trial flights and count up how many flights suggest which pilot. A ""forwards"" flight is one point for the route pilot, a ""backwards"" flight is one point for the color pilot, and a flight to the same island is no points for either.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Decided which pilot was flying based on whether or not you received treasure",Easy,Fine
2018-08-08 11:43:20,2018-08-08 12:29:51,IP Address,216.165.95.190,100,2791,True,2018-08-08 12:29:51,R_2zGQYdnLaBF93Xo,,,,,40.731704711914,-73.988502502441,anonymous,EN,MonCon157,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,I would try to reverse the 2nd pilot's route using the 1st pilot's rules about color.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Easy,Very boring
2018-08-08 15:11:18,2018-08-08 16:14:53,IP Address,128.122.114.135,100,3815,True,2018-08-08 16:14:54,R_3g19pN4kAAhMKyG,,,,,40.731704711914,-73.988502502441,anonymous,EN,137,IM_eQHQwrJ3XfJXOYd,IM_4ZoANqBWGZ4sYXX,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_4ZoANqBWGZ4sYXX,No,,color of the plane in both,Chose the same color plane over and over again,Hard,Fine
2018-08-09 11:58:10,2018-08-09 13:02:18,IP Address,216.165.95.129,100,3847,True,2018-08-09 13:02:18,R_1jHgPJCvWWOUMIP,,,,,40.731704711914,-73.988502502441,anonymous,EN,156,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,The plane was going clockwise.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.",Easy,A little boring
2018-08-13 13:52:45,2018-08-13 15:04:19,IP Address,128.122.114.135,100,4294,True,2018-08-13 15:04:20,R_2VpALaI1Qf0Ygmk,,,,,40.731704711914,-73.988502502441,anonymous,EN,150,IM_5byiwnyUq5SkLdP,IM_4ZoANqBWGZ4sYXX,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,I tried my best to remember which color goes to which island.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Just right,A little boring
2018-08-14 08:13:29,2018-08-14 09:30:30,IP Address,216.165.95.190,100,4621,True,2018-08-14 09:30:31,R_2XbLgUkxX8aIlHG,,,,,40.731704711914,-73.988502502441,anonymous,EN,152,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,I did not use any strategy I just rememberd.,"Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.",Just right,Fine
2018-08-14 10:21:47,2018-08-14 10:24:35,IP Address,216.165.95.137,100,167,True,2018-08-14 10:24:35,R_29mLK4qTYpXmLDZ,,,,,40.731704711914,-73.988502502441,anonymous,EN,153,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,I tried to remember the different patterns.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Just right,A little fun
2018-08-14 12:45:04,2018-08-14 12:49:15,IP Address,216.165.95.137,100,251,True,2018-08-14 12:49:16,R_2z8YlKH5VavMZXG,,,,,40.731704711914,-73.988502502441,anonymous,EN,101,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"i looked at the order of the islands to see if it was the volcano, lighthouse or palm tree. if not, it was the color pilot.","Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.",Just right,Fine
2018-08-14 13:02:50,2018-08-14 14:12:53,IP Address,216.165.95.137,100,4202,True,2018-08-14 14:12:53,R_6xuff21zKRVuzIJ,,,,,40.731704711914,-73.988502502441,anonymous,EN,154,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,none,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Other",Just right,Fine
2018-08-15 12:38:29,2018-08-15 13:33:29,IP Address,128.122.114.135,100,3299,True,2018-08-15 13:33:29,R_1IQbHtOfoeY5HPz,,,,,40.731704711914,-73.988502502441,anonymous,EN,161,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"I chose the plane on the right every time and then observed where the plane went. If the color of the plane matched the destination the majority of the time, I know that the pilot of the plane cares about its color. But if the color of the plane does not match the destination, I know that the pilot flying the plane does not care about the color of the plane. ","Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.",Just right,Very fun
2018-09-06 12:20:55,2018-09-06 13:48:46,IP Address,216.165.95.144,100,5271,True,2018-09-06 13:48:46,R_1CBnAmJIx2lBOuA,,,,,40.731704711914,-73.988502502441,anonymous,EN,159,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_20tjmbukTsjjNNX,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"Identifying the pilot based off of the examples, identifying ""changed directions, etrc","Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Decided which pilot was flying based on whether or not you received treasure,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Hard,A little boring
2018-09-06 14:06:56,2018-09-06 15:09:22,IP Address,216.165.95.144,100,3746,True,2018-09-06 15:09:22,R_2OGRKWgd7YkuOWF,,,,,40.731704711914,-73.988502502441,anonymous,EN,158,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"I memorized which plane went to which island. For example, the green plane went to the volcano island. So while I was testing which plane went to which island, I would notice if the plane went to it's island.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.",Easy,A little fun
2018-10-11 11:34:56,2018-10-11 13:07:01,IP Address,216.165.95.164,100,5525,True,2018-10-11 13:07:01,R_1Nkzt1Y2NkZCvW9,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,163,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,"By clicking on the plane that was supposed to go to each island, and if it didn't, then it was the pilot that flew in order.","Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Chose the same color plane over and over again",Just right,Fine
2018-10-12 07:40:44,2018-10-12 09:07:16,IP Address,216.165.95.161,100,5192,True,2018-10-12 09:07:17,R_1kU1yEGXX4tZhCa,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,162,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,"I would start out assuming that the color pilot was flying, but as soon as that pattern was broken more than once, I immediately knew it was the route pilot.","Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Just right,Fine
2018-10-19 09:00:59,2018-10-19 09:04:39,IP Address,216.165.95.130,100,219,True,2018-10-19 09:04:39,R_3O7yVAlLEgCkAHh,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,166,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,"I followed the pattern of the pilot, that prefers the islands in order, and if the plane went on different routes, I knew it had to be the pilot with the color preference. A few times, however, the pilots were not following their own patterns. ","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Decided which pilot was flying based on whether or not you received treasure",Just right,Fine
2018-10-19 09:26:01,2018-10-19 11:06:31,IP Address,216.165.95.134,100,6029,True,2018-10-19 11:06:31,R_3fxGoPQw8VfNYuX,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,164,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,Color,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Decided which pilot was flying based on whether or not you received treasure,Chose the same color plane over and over again,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Hard,A little boring
2018-10-26 10:18:16,2018-10-26 11:49:44,IP Address,216.165.95.175,100,5488,True,2018-10-26 11:49:45,R_3IS3DHDwJM0yfap,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,167,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,I memorized which color goes to which location,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Easy,A little boring
2018-10-30 16:25:55,2018-10-30 17:49:13,IP Address,216.165.95.180,100,4997,True,2018-10-30 17:49:13,R_aWZ212qXgz4tnY5,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,173,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"They were both pretty easy, i figured out the color pilot first, orange plane went to the lighthouse so i thought of ""orlight"", green went to volcano, so it was ""greenval"", pink went to the palm tree so it was ""pink palm"". The other pilot i used a rock-paper-scissor strategy, lighthouse went to palm tree and palm tree went to volcano and volcano went to lighthouse, so i thought of light beats grass, grass beats fire and fire beats light.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Chose the same color plane over and over again,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew,Other",Easy,A little boring
